account_id,customer_id,branch_id,account_number,account_type,currency,balance,account_status,opened_date
ACC0126845,CUST059415,BR0059,606016393310,Current,INR,178977.32,ACTIVE,2013-07-02
ACC0126846,CUST082287,BR0226,863401150438,Current,INR,929890.99,CLOSED,2025-02-21
ACC0126847,CUST024280,BR0393,223566961246,Current,INR,4048839.0,ACTIVE,2017-11-14
ACC0126848,CUST019239,BR0225,993598357582,Current,INR,1493470.79,DORMANT,2020-04-11
ACC0126849,CUST032111,BR0036,287252051365,Current,INR,2189668.93,CLOSED,2015-06-10
ACC0126850,CUST096643,BR0356,599804697860,Savings,INR,3177180.43,DORMANT,2021-09-15
ACC0126851,CUST036635,BR0140,378855795410,Current,INR,1400790.78,DORMANT,2012-12-02
ACC0126852,CUST022925,BR0080,864094877274,Savings,INR,1281990.27,CLOSED,2023-06-29
ACC0126853,CUST095023,BR0481,363124423441,Savings,INR,2032145.25,ACTIVE,2026-01-26
ACC0126854,CUST089823,BR0309,919392315745,Savings,INR,4059613.74,CLOSED,2015-11-17
ACC0126855,CUST056974,BR0085,306374084271,Current,INR,4946794.18,ACTIVE,2020-12-28
ACC0126856,CUST095454,BR0026,791054383502,Current,INR,302425.03,ACTIVE,2019-02-20
ACC0126857,CUST040666,BR0312,478556374203,Savings,INR,3767358.65,ACTIVE,2019-07-07
ACC0126858,CUST004863,BR0177,623462856398,Current,INR,565752.46,DORMANT,2018-10-06
ACC0126859,CUST088829,BR0321,843822636880,Savings,INR,2606780.32,DORMANT,2022-01-22
ACC0126860,CUST042913,BR0084,615077581133,Current,INR,856553.87,CLOSED,2014-07-26
ACC0126861,CUST068983,BR0368,429588375317,Savings,INR,144527.01,CLOSED,2021-02-11
ACC0126862,CUST069103,BR0027,733953412586,Current,INR,2360917.43,ACTIVE,2023-05-19
ACC0126863,CUST073553,BR0164,552602318771,Savings,INR,3533040.94,DORMANT,2020-10-31
ACC0126864,CUST043427,BR0065,481209312893,Current,INR,3237345.09,DORMANT,2026-05-22
ACC0126865,CUST004220,BR0323,873157143032,Current,INR,692692.79,ACTIVE,2016-06-04
ACC0126866,CUST026178,BR0369,536273338006,Savings,INR,4474083.65,ACTIVE,2011-08-20
ACC0126867,CUST014243,BR0487,260545651788,Savings,INR,306011.95,CLOSED,2013-07-05
ACC0126868,CUST015860,BR0148,819385977275,Savings,INR,2817469.96,CLOSED,2023-04-28
ACC0126869,CUST028146,BR0097,471702628123,Savings,INR,2553730.09,DORMANT,2022-05-23
ACC0126870,CUST098126,BR0488,787200562911,Current,INR,2420753.11,ACTIVE,2026-01-25
ACC0126871,CUST048430,BR0057,624155166915,Savings,INR,4012384.06,CLOSED,2013-05-03
ACC0126872,CUST076168,BR0306,738879337778,Savings,INR,4970980.3,ACTIVE,2020-12-26
ACC0126873,CUST079264,BR0084,102343616899,Current,INR,708847.59,CLOSED,2016-10-01
ACC0126874,CUST034198,BR0305,800661106235,Savings,INR,3156589.58,CLOSED,2012-06-11
ACC0126875,CUST080186,BR0114,954953971782,Current,INR,1472979.52,ACTIVE,2013-07-09
ACC0126876,CUST031874,BR0421,347292540101,Current,INR,4619718.12,DORMANT,2025-01-20
ACC0126877,CUST003685,BR0374,968591377539,Current,INR,3132392.28,CLOSED,2023-12-18
ACC0126878,CUST046617,BR0238,321964137140,Current,INR,3502306.62,CLOSED,2023-11-14
ACC0126879,CUST010690,BR0416,515484432868,Current,INR,2727192.82,CLOSED,2023-12-25
ACC0126880,CUST066855,BR0411,579951392053,Savings,INR,2064140.26,DORMANT,2019-08-01
ACC0126881,CUST034997,BR0220,960667223764,Current,INR,4563642.14,CLOSED,2020-03-28
ACC0126882,CUST064751,BR0238,554317823082,Current,INR,4071054.52,DORMANT,2020-07-23
ACC0126883,CUST099948,BR0380,907812011889,Current,INR,3672799.6,CLOSED,2023-04-25
ACC0126884,CUST022841,BR0086,194810263124,Current,INR,1931826.37,ACTIVE,2025-07-16
ACC0126885,CUST036707,BR0345,951858216314,Savings,INR,2729559.86,ACTIVE,2024-03-25
ACC0126886,CUST046328,BR0191,239717907211,Current,INR,600393.39,ACTIVE,2017-11-07
ACC0126887,CUST071320,BR0365,502857391822,Current,INR,1653069.6,CLOSED,2023-10-22
ACC0126888,CUST066334,BR0207,377480102214,Savings,INR,188427.46,CLOSED,2012-06-07
ACC0126889,CUST066469,BR0043,417990271945,Current,INR,61316.33,ACTIVE,2026-04-10
ACC0126890,CUST006522,BR0262,775860802486,Savings,INR,2467833.87,CLOSED,2015-12-24
ACC0126891,CUST061759,BR0318,673071013531,Savings,INR,85870.66,DORMANT,2025-06-04
ACC0126892,CUST081842,BR0238,572829510832,Savings,INR,3944238.42,DORMANT,2025-07-02
ACC0126893,CUST005751,BR0321,926614823014,Current,INR,4152249.85,ACTIVE,2019-01-22
ACC0126894,CUST034841,BR0112,827057784764,Current,INR,656562.14,CLOSED,2017-05-21
ACC0126895,CUST032040,BR0454,134964008654,Current,INR,1889539.27,CLOSED,2025-07-22
ACC0126896,CUST099768,BR0201,812352935937,Current,INR,4379590.28,CLOSED,2013-01-01
ACC0126897,CUST011218,BR0004,910720978567,Savings,INR,3042138.91,DORMANT,2015-04-24
ACC0126898,CUST098119,BR0034,716417969726,Savings,INR,1996354.14,DORMANT,2023-07-29
ACC0126899,CUST087520,BR0188,951252144291,Savings,INR,3847630.02,CLOSED,2019-02-08
ACC0126900,CUST055819,BR0397,729941270856,Current,INR,4368404.83,CLOSED,2013-12-29
ACC0126901,CUST014626,BR0196,797197456196,Current,INR,4092636.96,ACTIVE,2024-10-03
ACC0126902,CUST051528,BR0276,782810305484,Savings,INR,1397984.58,DORMANT,2018-06-09
ACC0126903,CUST083301,BR0259,235479125995,Current,INR,2134035.23,CLOSED,2026-05-05
ACC0126904,CUST018710,BR0280,240483406424,Savings,INR,4599326.65,CLOSED,2014-06-15
ACC0126905,CUST011686,BR0451,231525710677,Savings,INR,980297.62,ACTIVE,2019-08-26
ACC0126906,CUST059677,BR0091,239395733702,Current,INR,918237.88,ACTIVE,2013-03-22
ACC0126907,CUST001116,BR0453,601525420641,Current,INR,3320213.95,DORMANT,2022-02-02
ACC0126908,CUST049509,BR0077,944547912254,Savings,INR,2823481.75,CLOSED,2012-11-17
ACC0126909,CUST038374,BR0099,378433846347,Savings,INR,1081838.82,ACTIVE,2021-08-13
ACC0126910,CUST042035,BR0384,449855903979,Current,INR,220421.94,DORMANT,2023-01-11
ACC0126911,CUST017333,BR0206,619755974597,Current,INR,3728122.17,DORMANT,2021-10-07
ACC0126912,CUST060586,BR0464,112685714418,Savings,INR,2936293.16,ACTIVE,2023-09-11
ACC0126913,CUST065472,BR0011,907369418298,Savings,INR,2539017.4,CLOSED,2025-01-07
ACC0126914,CUST047694,BR0093,268644276533,Savings,INR,2201537.53,CLOSED,2019-04-21
ACC0126915,CUST091172,BR0047,216120478284,Savings,INR,2577176.12,DORMANT,2015-01-03
ACC0126916,CUST041562,BR0406,159936118941,Current,INR,1073737.88,DORMANT,2017-02-17
ACC0126917,CUST069273,BR0121,350351514321,Savings,INR,3486975.12,CLOSED,2013-02-21
ACC0126918,CUST079943,BR0293,579988227313,Savings,INR,18540.55,ACTIVE,2025-03-06
ACC0126919,CUST058796,BR0429,335920836869,Current,INR,247106.96,ACTIVE,2024-01-22
ACC0126920,CUST018641,BR0279,267427326714,Current,INR,2491861.92,DORMANT,2020-04-16
ACC0126921,CUST078564,BR0400,165193618929,Current,INR,3196297.05,ACTIVE,2019-09-22
ACC0126922,CUST044910,BR0218,685357986422,Current,INR,2211484.49,ACTIVE,2020-12-28
ACC0126923,CUST069968,BR0209,663478472962,Savings,INR,3713797.16,DORMANT,2019-12-14
ACC0126924,CUST057941,BR0034,542398140035,Current,INR,1264111.4,DORMANT,2012-09-11
ACC0126925,CUST028558,BR0301,749389632647,Current,INR,4026443.4,DORMANT,2021-09-22
ACC0126926,CUST092330,BR0262,974795592133,Savings,INR,1168758.57,CLOSED,2012-01-10
ACC0126927,CUST094553,BR0091,740386812537,Current,INR,4315206.89,ACTIVE,2020-07-11
ACC0126928,CUST043592,BR0060,981597114999,Savings,INR,1982058.18,DORMANT,2014-02-15
ACC0126929,CUST031043,BR0481,576944221897,Savings,INR,2232285.67,DORMANT,2023-11-24
ACC0126930,CUST039854,BR0093,937000824108,Current,INR,905222.39,ACTIVE,2016-08-17
ACC0126931,CUST070369,BR0063,509606184220,Savings,INR,1410448.83,DORMANT,2020-05-03
ACC0126932,CUST038061,BR0103,646941238180,Savings,INR,2466604.0,CLOSED,2018-11-02
ACC0126933,CUST056465,BR0296,893858741328,Current,INR,1109115.06,DORMANT,2024-06-02
ACC0126934,CUST071549,BR0119,557889425474,Savings,INR,2520413.25,DORMANT,2013-06-08
ACC0126935,CUST076679,BR0266,167804257225,Savings,INR,1857944.02,ACTIVE,2014-07-13
ACC0126936,CUST080253,BR0250,935073944670,Current,INR,1418741.55,CLOSED,2023-04-29
ACC0126937,CUST024671,BR0225,967450125986,Savings,INR,4100718.72,DORMANT,2020-02-17
ACC0126938,CUST060781,BR0200,391300546398,Savings,INR,4115722.49,DORMANT,2018-10-01
ACC0126939,CUST055504,BR0384,390889029011,Current,INR,4953429.62,DORMANT,2023-01-11
ACC0126940,CUST079542,BR0007,813749021585,Savings,INR,2562060.66,ACTIVE,2024-10-19
ACC0126941,CUST083792,BR0301,792484578167,Savings,INR,2738773.77,CLOSED,2021-09-28
ACC0126942,CUST004206,BR0211,788102225133,Current,INR,3413240.14,DORMANT,2024-01-03
ACC0126943,CUST075491,BR0076,103546367171,Savings,INR,858953.5,CLOSED,2016-01-14
ACC0126944,CUST004368,BR0074,398284200808,Current,INR,3944397.94,ACTIVE,2018-06-11
ACC0126945,CUST017037,BR0167,467159328849,Savings,INR,828851.67,ACTIVE,2022-05-17
ACC0126946,CUST062577,BR0439,595750052019,Savings,INR,1830766.32,DORMANT,2017-07-01
ACC0126947,CUST042969,BR0171,467719682805,Current,INR,3009576.26,CLOSED,2022-03-19
ACC0126948,CUST055255,BR0296,431604748268,Savings,INR,2121710.87,DORMANT,2013-08-16
ACC0126949,CUST051043,BR0391,158588086224,Savings,INR,2973177.77,CLOSED,2025-12-25
ACC0126950,CUST001893,BR0384,172775388403,Savings,INR,2545287.53,DORMANT,2021-01-11
ACC0126951,CUST061008,BR0489,591347728238,Savings,INR,597519.78,DORMANT,2022-06-06
ACC0126952,CUST007499,BR0046,833366321665,Current,INR,1262294.44,ACTIVE,2026-05-07
ACC0126953,CUST023720,BR0229,154181970621,Current,INR,3966674.37,CLOSED,2018-06-02
ACC0126954,CUST088744,BR0367,937044602086,Current,INR,3372325.17,CLOSED,2023-05-05
ACC0126955,CUST076002,BR0375,182044824238,Savings,INR,492988.71,DORMANT,2024-01-15
ACC0126956,CUST056021,BR0415,358994057088,Savings,INR,3704558.96,ACTIVE,2017-03-31
ACC0126957,CUST071621,BR0360,440554492736,Savings,INR,354952.14,CLOSED,2018-05-17
ACC0126958,CUST059282,BR0265,654922518609,Current,INR,2180120.13,CLOSED,2023-05-11
ACC0126959,CUST041404,BR0092,686354982237,Savings,INR,1440386.03,DORMANT,2025-02-21
ACC0126960,CUST053190,BR0056,831621706453,Savings,INR,1039810.04,ACTIVE,2018-02-18
ACC0126961,CUST047210,BR0234,245184102657,Savings,INR,4235457.07,CLOSED,2020-03-30
ACC0126962,CUST063554,BR0349,694166984064,Current,INR,4871282.4,ACTIVE,2015-09-09
ACC0126963,CUST097670,BR0291,232040823025,Current,INR,26110.99,ACTIVE,2012-10-03
ACC0126964,CUST086161,BR0369,360888654445,Savings,INR,889243.36,CLOSED,2013-06-11
ACC0126965,CUST007023,BR0043,737656032021,Current,INR,490375.44,CLOSED,2020-04-28
ACC0126966,CUST014491,BR0427,826217781344,Savings,INR,4752294.29,ACTIVE,2023-09-08
ACC0126967,CUST089404,BR0427,539445228311,Current,INR,2171118.37,ACTIVE,2018-06-22
ACC0126968,CUST088242,BR0264,833782358366,Current,INR,1002356.41,DORMANT,2022-07-21
ACC0126969,CUST068131,BR0012,176569544509,Current,INR,4481798.03,CLOSED,2018-01-12
ACC0126970,CUST099625,BR0446,868316849674,Current,INR,1705707.6,CLOSED,2025-12-13
ACC0126971,CUST017189,BR0203,340735272513,Savings,INR,480000.79,ACTIVE,2023-06-18
ACC0126972,CUST049744,BR0338,833590978219,Current,INR,513342.8,ACTIVE,2019-06-26
ACC0126973,CUST048174,BR0257,375102973700,Savings,INR,4374246.3,ACTIVE,2020-02-06
ACC0126974,CUST084602,BR0377,183353275952,Current,INR,19317.04,CLOSED,2025-09-19
ACC0126975,CUST016403,BR0414,746226624337,Savings,INR,4650347.05,CLOSED,2019-09-22
ACC0126976,CUST061518,BR0404,786769106609,Savings,INR,1035437.21,ACTIVE,2016-04-04
ACC0126977,CUST088106,BR0248,368914186850,Current,INR,3439396.45,CLOSED,2026-06-10
ACC0126978,CUST074795,BR0255,239289413853,Current,INR,684794.98,ACTIVE,2019-11-16
ACC0126979,CUST066519,BR0328,414528242669,Current,INR,505022.18,CLOSED,2024-12-11
ACC0126980,CUST087008,BR0189,442022611869,Savings,INR,2968594.08,ACTIVE,2016-11-02
ACC0126981,CUST077621,BR0465,982713798186,Savings,INR,3892504.96,DORMANT,2012-10-12
ACC0126982,CUST039016,BR0281,890203837320,Current,INR,2350182.0,ACTIVE,2022-09-11
ACC0126983,CUST026728,BR0356,372613694134,Current,INR,802149.3,CLOSED,2011-09-15
ACC0126984,CUST025738,BR0373,278478537823,Savings,INR,1282557.53,CLOSED,2023-06-11
ACC0126985,CUST063919,BR0383,268530102593,Current,INR,4385172.81,CLOSED,2023-02-02
ACC0126986,CUST070556,BR0302,754372960946,Savings,INR,680021.59,ACTIVE,2023-08-31
ACC0126987,CUST048497,BR0049,721262964807,Savings,INR,1878051.76,ACTIVE,2014-10-28
ACC0126988,CUST095122,BR0013,829392537626,Savings,INR,3075251.41,DORMANT,2016-11-30
ACC0126989,CUST083582,BR0376,649090691303,Current,INR,1647865.2,CLOSED,2019-12-31
ACC0126990,CUST030465,BR0115,607497728623,Savings,INR,4204990.23,CLOSED,2017-04-19
ACC0126991,CUST042567,BR0485,146143432688,Savings,INR,1102469.3,ACTIVE,2022-10-11
ACC0126992,CUST078277,BR0351,305984114378,Current,INR,1487433.88,DORMANT,2016-04-24
ACC0126993,CUST047831,BR0306,888610506242,Savings,INR,1737750.4,CLOSED,2013-03-08
ACC0126994,CUST008347,BR0484,106682900317,Savings,INR,2870249.1,DORMANT,2011-12-10
ACC0126995,CUST091358,BR0345,542098046547,Current,INR,3289613.71,DORMANT,2021-05-02
ACC0126996,CUST012294,BR0460,863727574306,Current,INR,3986489.97,DORMANT,2021-01-14
ACC0126997,CUST075741,BR0197,579996678281,Savings,INR,3099091.15,CLOSED,2025-01-13
ACC0126998,CUST073207,BR0180,953009775904,Current,INR,3194578.9,DORMANT,2022-09-19
ACC0126999,CUST016920,BR0364,726202780222,Savings,INR,4531482.55,DORMANT,2017-11-28
ACC0127000,CUST083454,BR0221,227569125122,Current,INR,1157999.2,ACTIVE,2017-01-12
ACC0127001,CUST076283,BR0311,769673423182,Current,INR,2167387.1,CLOSED,2015-08-03
ACC0127002,CUST000236,BR0303,559404906013,Current,INR,1352728.66,CLOSED,2022-08-19
ACC0127003,CUST037737,BR0095,765291700993,Savings,INR,3686502.12,DORMANT,2019-07-19
ACC0127004,CUST008805,BR0447,413892644586,Current,INR,1609398.91,CLOSED,2023-02-08
ACC0127005,CUST019993,BR0197,159779041297,Current,INR,4899410.05,ACTIVE,2023-01-03
ACC0127006,CUST068753,BR0264,307952823903,Savings,INR,2157717.2,ACTIVE,2012-08-26
ACC0127007,CUST089052,BR0358,799020025798,Current,INR,3410890.03,ACTIVE,2015-04-08
ACC0127008,CUST004965,BR0373,636253253492,Savings,INR,2081612.47,CLOSED,2026-06-04
ACC0127009,CUST028889,BR0169,317667603091,Current,INR,894447.77,DORMANT,2012-08-22
ACC0127010,CUST009627,BR0099,428257705005,Current,INR,4535355.96,ACTIVE,2023-10-13
ACC0127011,CUST037344,BR0129,393150456231,Savings,INR,1474833.28,DORMANT,2020-10-29
ACC0127012,CUST041141,BR0227,877742021090,Current,INR,534008.15,CLOSED,2020-12-20
ACC0127013,CUST010745,BR0344,396309857239,Current,INR,4855289.33,ACTIVE,2024-08-25
ACC0127014,CUST093846,BR0215,938723937048,Current,INR,3187222.43,CLOSED,2017-11-03
ACC0127015,CUST053799,BR0391,202887638115,Savings,INR,1038373.96,DORMANT,2024-10-17
ACC0127016,CUST011257,BR0070,234268981144,Savings,INR,320056.14,CLOSED,2017-09-06
ACC0127017,CUST024617,BR0369,734465003695,Savings,INR,1096702.08,CLOSED,2025-07-10
ACC0127018,CUST011019,BR0176,905203270415,Savings,INR,294461.61,ACTIVE,2016-12-09
ACC0127019,CUST089318,BR0388,944568594170,Current,INR,1307980.95,ACTIVE,2012-06-21
ACC0127020,CUST090831,BR0367,557799441146,Savings,INR,2950219.7,DORMANT,2013-09-25
ACC0127021,CUST087346,BR0407,225266706883,Savings,INR,3473436.67,DORMANT,2022-01-12
ACC0127022,CUST082759,BR0395,201245529360,Savings,INR,886831.07,CLOSED,2021-07-10
ACC0127023,CUST044553,BR0051,860527168551,Savings,INR,2003361.48,CLOSED,2013-12-22
ACC0127024,CUST078626,BR0012,871823980603,Savings,INR,3871290.6,ACTIVE,2011-08-31
ACC0127025,CUST081437,BR0155,257985891520,Current,INR,2935722.77,ACTIVE,2026-01-18
ACC0127026,CUST076722,BR0081,781101364615,Current,INR,4651897.23,CLOSED,2013-10-07
ACC0127027,CUST052512,BR0251,709812666034,Current,INR,2783718.65,CLOSED,2014-12-29
ACC0127028,CUST061903,BR0080,345803606141,Savings,INR,3942781.56,CLOSED,2025-05-02
ACC0127029,CUST093176,BR0304,798474369400,Savings,INR,4873366.02,ACTIVE,2021-09-15
ACC0127030,CUST016525,BR0224,424147741443,Current,INR,1094530.04,CLOSED,2019-02-06
ACC0127031,CUST003108,BR0324,710776209270,Current,INR,1480529.55,CLOSED,2023-12-29
ACC0127032,CUST086434,BR0004,719868170157,Savings,INR,1932673.59,CLOSED,2016-03-21
ACC0127033,CUST017516,BR0240,923269737967,Savings,INR,3721692.09,DORMANT,2022-06-22
ACC0127034,CUST088270,BR0237,982840628993,Savings,INR,3774319.72,CLOSED,2015-02-12
ACC0127035,CUST061684,BR0134,344690458983,Savings,INR,2729969.76,DORMANT,2016-04-08
ACC0127036,CUST002936,BR0222,730550097143,Savings,INR,400657.85,CLOSED,2014-05-29
ACC0127037,CUST046463,BR0323,919361218151,Savings,INR,1766837.62,CLOSED,2022-10-10
ACC0127038,CUST039630,BR0465,292163670064,Savings,INR,4292006.13,ACTIVE,2024-04-01
ACC0127039,CUST025953,BR0384,515585526347,Savings,INR,4165271.63,CLOSED,2026-06-21
ACC0127040,CUST060023,BR0407,409965163608,Current,INR,1690347.74,ACTIVE,2013-05-20
ACC0127041,CUST054756,BR0287,532857548145,Current,INR,1801456.26,ACTIVE,2019-11-25
ACC0127042,CUST016737,BR0038,712819722148,Savings,INR,4517009.84,ACTIVE,2014-03-08
ACC0127043,CUST021509,BR0047,839897780941,Savings,INR,1273230.72,ACTIVE,2014-07-29
ACC0127044,CUST092891,BR0281,746007025088,Savings,INR,1997190.64,DORMANT,2014-07-02
ACC0127045,CUST048806,BR0426,232421749142,Savings,INR,4059747.78,CLOSED,2024-11-30
ACC0127046,CUST014071,BR0456,364716731505,Savings,INR,4643789.3,ACTIVE,2019-07-22
ACC0127047,CUST008464,BR0051,910761365011,Current,INR,568413.66,DORMANT,2026-04-21
ACC0127048,CUST094783,BR0133,422222643336,Savings,INR,2682798.32,CLOSED,2014-05-09
ACC0127049,CUST095622,BR0356,295752235810,Current,INR,4666651.02,ACTIVE,2016-02-24
ACC0127050,CUST032132,BR0050,251278290431,Savings,INR,3668713.1,ACTIVE,2023-12-11
ACC0127051,CUST069439,BR0217,222130853190,Savings,INR,1425318.73,ACTIVE,2018-11-08
ACC0127052,CUST068248,BR0154,167673744974,Savings,INR,3459009.26,DORMANT,2013-07-30
ACC0127053,CUST087347,BR0297,763211838748,Savings,INR,1510758.46,DORMANT,2012-07-01
ACC0127054,CUST030454,BR0152,483393999856,Current,INR,1733921.26,DORMANT,2012-10-01
ACC0127055,CUST058288,BR0034,816365008271,Current,INR,1636830.28,ACTIVE,2026-07-01
ACC0127056,CUST009324,BR0225,752583348345,Current,INR,3556518.25,DORMANT,2013-08-21
ACC0127057,CUST014795,BR0223,326595441807,Current,INR,4963622.94,ACTIVE,2012-08-28
ACC0127058,CUST080302,BR0427,474288388069,Savings,INR,2891585.27,DORMANT,2018-04-26
ACC0127059,CUST016543,BR0260,144996752944,Current,INR,3349304.07,ACTIVE,2014-12-13
ACC0127060,CUST068692,BR0309,493283209436,Savings,INR,2079171.93,ACTIVE,2023-04-16
ACC0127061,CUST039386,BR0281,866066589750,Current,INR,2206033.58,DORMANT,2020-08-17
ACC0127062,CUST033100,BR0178,124304550176,Savings,INR,4363403.43,DORMANT,2021-04-12
ACC0127063,CUST050532,BR0365,827554005481,Current,INR,759953.56,CLOSED,2024-11-12
ACC0127064,CUST070814,BR0126,253599175270,Savings,INR,4316420.14,ACTIVE,2011-09-27
ACC0127065,CUST016145,BR0497,604725900048,Current,INR,2892886.65,CLOSED,2014-11-05
ACC0127066,CUST008714,BR0064,551245981679,Current,INR,2630725.83,DORMANT,2014-09-04
ACC0127067,CUST089810,BR0063,178736302138,Current,INR,1085972.37,ACTIVE,2020-12-07
ACC0127068,CUST074943,BR0337,482679332280,Savings,INR,2387706.37,ACTIVE,2022-10-10
ACC0127069,CUST050615,BR0039,970493027584,Savings,INR,202730.06,ACTIVE,2014-01-23
ACC0127070,CUST089729,BR0189,562528216394,Savings,INR,2285998.69,ACTIVE,2015-02-11
ACC0127071,CUST058905,BR0137,722886884182,Savings,INR,2101516.68,DORMANT,2019-05-17
ACC0127072,CUST077957,BR0230,817419602547,Savings,INR,2771952.83,DORMANT,2019-05-15
ACC0127073,CUST047935,BR0271,371035968018,Current,INR,2403656.91,DORMANT,2022-02-27
ACC0127074,CUST070324,BR0366,632336088901,Savings,INR,2196863.44,CLOSED,2023-08-16
ACC0127075,CUST077205,BR0173,847883927484,Current,INR,3705666.98,DORMANT,2019-11-06
ACC0127076,CUST074223,BR0446,219309316561,Current,INR,640206.07,DORMANT,2012-05-05
ACC0127077,CUST033411,BR0131,227766041110,Current,INR,1398310.98,CLOSED,2013-03-30
ACC0127078,CUST073043,BR0097,330255398393,Current,INR,4546167.01,CLOSED,2017-12-05
ACC0127079,CUST012914,BR0425,663090510457,Savings,INR,2583951.38,CLOSED,2013-03-24
ACC0127080,CUST076985,BR0153,624571522631,Current,INR,2972698.44,DORMANT,2020-09-03
ACC0127081,CUST083956,BR0022,211064970010,Savings,INR,3509016.39,ACTIVE,2013-06-23
ACC0127082,CUST056872,BR0472,708677004475,Current,INR,2581410.82,ACTIVE,2015-12-17
ACC0127083,CUST080663,BR0074,816156873861,Current,INR,790365.09,DORMANT,2021-07-01
ACC0127084,CUST047360,BR0084,604657084256,Savings,INR,1034719.16,ACTIVE,2012-06-29
ACC0127085,CUST009565,BR0275,709571055305,Savings,INR,392963.82,ACTIVE,2025-02-01
ACC0127086,CUST063933,BR0392,926056870928,Savings,INR,3472359.37,DORMANT,2024-01-10
ACC0127087,CUST003778,BR0062,414506158398,Current,INR,4921678.1,CLOSED,2016-09-08
ACC0127088,CUST005905,BR0165,857236220906,Savings,INR,1143567.35,CLOSED,2014-06-04
ACC0127089,CUST093257,BR0151,707846169481,Savings,INR,2142211.79,DORMANT,2014-04-11
ACC0127090,CUST038993,BR0255,882074777199,Savings,INR,1958413.77,ACTIVE,2017-04-22
ACC0127091,CUST033789,BR0190,330977628413,Savings,INR,25504.2,CLOSED,2012-07-28
ACC0127092,CUST096814,BR0105,950979784499,Current,INR,3640664.81,CLOSED,2022-05-26
ACC0127093,CUST006594,BR0211,600381614388,Savings,INR,1753570.13,ACTIVE,2012-06-09
ACC0127094,CUST031883,BR0071,616242593476,Savings,INR,760108.78,CLOSED,2014-06-16
ACC0127095,CUST009470,BR0497,961293924302,Savings,INR,4040388.36,DORMANT,2018-09-06
ACC0127096,CUST093752,BR0417,226129674185,Savings,INR,2998110.89,DORMANT,2011-10-17
ACC0127097,CUST094798,BR0232,979513805665,Current,INR,1731342.36,DORMANT,2016-08-27
ACC0127098,CUST027281,BR0474,474984474830,Current,INR,814706.84,CLOSED,2013-07-11
ACC0127099,CUST048589,BR0147,987716315642,Current,INR,2774855.39,DORMANT,2020-06-25
ACC0127100,CUST075929,BR0036,165421803519,Savings,INR,2271155.87,ACTIVE,2016-07-25
ACC0127101,CUST049166,BR0191,475244217382,Savings,INR,2672865.01,CLOSED,2023-07-12
ACC0127102,CUST079264,BR0219,667120472097,Savings,INR,188592.69,DORMANT,2018-04-13
ACC0127103,CUST054376,BR0179,666282927990,Current,INR,3373705.43,CLOSED,2021-07-07
ACC0127104,CUST042150,BR0291,533453166832,Savings,INR,3376767.48,CLOSED,2018-08-23
ACC0127105,CUST002985,BR0452,361427674003,Savings,INR,2174221.51,DORMANT,2022-02-05
ACC0127106,CUST053133,BR0254,205602060524,Current,INR,4763803.38,CLOSED,2025-07-02
ACC0127107,CUST017895,BR0027,361413748300,Current,INR,4776854.7,DORMANT,2025-06-18
ACC0127108,CUST029323,BR0044,990480644841,Savings,INR,532439.43,DORMANT,2013-01-28
ACC0127109,CUST042204,BR0419,768104666251,Savings,INR,1815119.73,ACTIVE,2014-10-04
ACC0127110,CUST025119,BR0236,818219294882,Savings,INR,1336946.77,ACTIVE,2019-09-21
ACC0127111,CUST073311,BR0285,821037518936,Savings,INR,4381490.76,ACTIVE,2014-04-30
ACC0127112,CUST072488,BR0187,755919273428,Savings,INR,1010459.55,DORMANT,2022-01-26
ACC0127113,CUST019832,BR0172,962021984700,Current,INR,1290934.06,CLOSED,2017-06-19
ACC0127114,CUST042214,BR0261,383187143014,Savings,INR,2837458.01,DORMANT,2019-10-06
ACC0127115,CUST034559,BR0201,114512083711,Savings,INR,2722057.67,DORMANT,2022-02-08
ACC0127116,CUST095253,BR0260,794555063563,Current,INR,2922767.97,DORMANT,2017-01-12
ACC0127117,CUST061049,BR0205,390213685111,Savings,INR,1153935.58,ACTIVE,2020-03-27
ACC0127118,CUST063724,BR0033,755324220605,Savings,INR,3611412.31,ACTIVE,2024-10-05
ACC0127119,CUST082912,BR0216,660797820225,Savings,INR,2634406.89,CLOSED,2017-08-09
ACC0127120,CUST037395,BR0137,188124563578,Current,INR,1755657.09,ACTIVE,2024-08-09
ACC0127121,CUST051240,BR0186,951671965732,Current,INR,890790.97,DORMANT,2024-01-12
ACC0127122,CUST062374,BR0113,735819645261,Savings,INR,275682.26,ACTIVE,2026-03-11
ACC0127123,CUST040947,BR0065,585441221799,Savings,INR,3158601.63,CLOSED,2021-10-27
ACC0127124,CUST067245,BR0260,722839493775,Savings,INR,1419148.59,CLOSED,2016-02-06
ACC0127125,CUST043394,BR0161,559505065699,Savings,INR,3283947.68,DORMANT,2022-08-01
ACC0127126,CUST037562,BR0130,882814271441,Savings,INR,2258881.07,CLOSED,2017-12-28
ACC0127127,CUST035691,BR0221,830889480443,Current,INR,3561345.31,CLOSED,2012-08-23
ACC0127128,CUST080736,BR0039,316336205796,Current,INR,1873784.38,ACTIVE,2022-03-30
ACC0127129,CUST083375,BR0231,352091315038,Current,INR,1462298.4,ACTIVE,2018-12-03
ACC0127130,CUST074174,BR0173,728488716970,Current,INR,2374927.13,DORMANT,2021-11-28
